job_title,company,location,job_summary,salary,post_date,job_url
"Senior Manager, User Experience Design",Shake Shack,"New York, NY",,"6+ years of experience as a Product Designer, UX designer or Digital Designer.
The Senior Manager, User Experience Design will lead the overall design process…",https://www.indeed.com//rc/clk?jk=3dc206ee7f38f9c2&fccid=0b5d06c84115c4ff&vjs=3,10 days ago
User Experience/User Interface Designer,Dotsub,"New York, NY",,"You will be responsible for improving the visual look and user experience of our site.
You will be for creating wireframes, html-mockups and prototype UI's to…",https://www.indeed.com//rc/clk?jk=a220b5cd1bf15e4f&fccid=a72f34241a35c1c7&vjs=3,30+ days ago
Mobile/Web Product Designer (UX & UI),Everplans,"New York, NY",,"You’ll be the lead designer in defining the design vision of our platforms, and you will work closely with the Technology team as part of our Sprint cycle.",https://www.indeed.com//rc/clk?jk=54087006bec12afb&fccid=242798c93328938d&vjs=3,30+ days ago
Senior Product Designer,Away,"New York, NY",,"The ideal candidate will lead the development of product solutions, providing strategic input on the direction of digital product, and articulating the UX…",https://www.indeed.com//rc/clk?jk=a8791355576a7c3b&fccid=a972580043b07190&vjs=3,30+ days ago
UX Designer (New York City),Zettalogix,"Iselin, NJ",,"2+ years of experience in the following:
O User experience analysis including user analysis and human centered methodologies.",https://www.indeed.com//rc/clk?jk=e444755cba039616&fccid=7dd5835ec7819d6b&vjs=3,30+ days ago
Senior Product Design Manager,WW International,"New York, NY",,"Appropriately delegate tasks and maintain a steady influence in your team’s output, while helping them become skilled, efficient designer.",https://www.indeed.com//rc/clk?jk=a1ea8843936a64a0&fccid=dd616958bd9ddc12&vjs=3,30+ days ago
Sr. Experience Designer,Accenture,"New York, NY",,"Comfortable working as a solo-designer, team member, or team lead.
You inspire confidence immediately with a client and are brought in for more challenging or…",https://www.indeed.com//rc/clk?jk=7e94f2328a5fd43d&fccid=a4e4e2eaf26690c9&vjs=3,30+ days ago
Senior Digital Designer,TopView Sightseeing,"New York, NY",,"The Marketing team, the heart of TopView’s e-commerce & digital marketing strategy, is a significant driver of new customers and revenue.",https://www.indeed.com//company/TopView-Sightseeing/jobs/Senior-Digital-Designer-e72cc857ef12ccae?fccid=d76a0789a5cc75e9&vjs=3,Active 3 days ago
Senior UX Designer,Rho Business Banking,"New York, NY",,"Create UX mock ups, wireframes, and user journeys to establish clear guidelines for product designers.
You will be collaborating with a cross-disciplinary team …",https://www.indeed.com//rc/clk?jk=8649e23d75556a5a&fccid=fe9ef05d9cfcb6dd&vjs=3,16 days ago
"Sr. Product Designer, Record",Vimeo,"New York, NY",,"4+ years of experience as a product designer, user experience designer, interaction designer, or similar role with accompanying experience in visual/graphic…",https://www.indeed.com//rc/clk?jk=01301b7cb52c3bf6&fccid=73a66bd1ffb12cba&vjs=3,30+ days ago
Senior Graphic Designer,David Zwirner Gallery,"New York, NY",,"An ideal candidate will have experience designing for consumer digital platforms, and their portfolio will demonstrate a strong understanding of design…",https://www.indeed.com//rc/clk?jk=d3bc1d39759ba461&fccid=da5546ba56b295ad&vjs=3,30+ days ago
Product Designer,argodesign,"Brooklyn, NY",,"Designers at argo are multi-disciplinary makers who aspire to work on a bit of everything, but excel at the form and function of digital product design.",https://www.indeed.com//rc/clk?jk=fd5826488db34a63&fccid=ca292c87f4f54f34&vjs=3,30+ days ago
"Lead Product Designer, Growth",Vimeo,"New York, NY",,"Demonstrated ability as a user experience designer, interaction designer, or similar role with accompanying experience in visual/graphic design.",https://www.indeed.com//rc/clk?jk=5bbc38282b962b75&fccid=73a66bd1ffb12cba&vjs=3,30+ days ago
UX/UI Designer,VaynerCommerce,"New York, NY",,"Strong visual design skills and experience working closely with designers and artists.
4+ years working as a UX/UI designer or Interactive Designer in e…",https://www.indeed.com//rc/clk?jk=d00bfb2c6171b242&fccid=92ed4fd701325e48&vjs=3,30+ days ago
Product Designer,Alfred,"New York, NY",,"You're a designer equally invested in crafting visual and user experience design.
Product Designers at Hello Alfred drive our creative vision and strategy;…",https://www.indeed.com//rc/clk?jk=a9d69c9d811a1ee4&fccid=8ebab26147bf9c55&vjs=3,30+ days ago
Product Design Director,Major League Baseball,"New York, NY",,"5+ years of experience in attracting, managing, and growing high-performing designers.
Manage a team of product designers working on MLB's app experience across…",https://www.indeed.com//rc/clk?jk=632de07b74feb278&fccid=6262eae176df0db9&vjs=3,18 days ago
Head of Product Design,Blink Health,"New York, NY",,"Your key focus will be ensuring that the team is solving the right problems with research-backed design solutions, and bring design-forward thinking to all of…",https://www.indeed.com//rc/clk?jk=1bd29af872b1567f&fccid=6d7040765331fd1d&vjs=3,14 days ago
"Senior Marketing Content Designer (Remote, Americas)",Shopify,"New York, NY",,"Write new product and feature landing pages in collaboration with product managers, designers, researchers, and developers.",https://www.indeed.com//rc/clk?jk=516c9052365c2962&fccid=d5a5824be27ba831&vjs=3,19 days ago
"Sr. Product Designer, Design Systems",Dom and Tom,"New York, NY",,"From startups to enterprise solutions the apps we produce for our clients support their strategic initiatives first and foremost through open collaboration,…",https://www.indeed.com//rc/clk?jk=57bf573167902c44&fccid=e25fec35211316fe&vjs=3,5 days ago
UI Designer (Freelance),Peloton,"New York, NY",,Work closely and collaboratively with the UX designer and Product Manager on your team to fulfill the overall product/feature vision.,https://www.indeed.com//rc/clk?jk=5122b2a9b9305a87&fccid=8899ecbdba2d0a5e&vjs=3,30+ days ago
Senior Experience Designer - Healthcare,Hill Holliday,"New York, NY",,"Work with visual designers to see that those experiences are executed effectively.
Read on, or share this with a friend.",https://www.indeed.com//rc/clk?jk=cc6d313203c7f1f7&fccid=2b889e4b4b3dca38&vjs=3,30+ days ago
Product Designer,Doctor On Demand,"Hempstead, NY",,"Deep understanding of design principles, ux patterns.
Through live video visits, our hand-picked, US-trained doctors take patient history, perform an exam, and…",https://www.indeed.com//rc/clk?jk=20854a66d33286bd&fccid=ae2532bda26af379&vjs=3,8 days ago
Senior Digital User Experience Designer - Software,Northwell health,"New York, NY",,"Guides the design of new products and services across a broad range of omni-channel experiences.
Ensures the definition and creation of flexible, coherent…",https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0AZWWK9Dkq8A_dUHCdj_uLeVWsWS91-0wEhlKVHwzSsO8rbL6Nho0VUrRbtCkMJTO9MzWAxau0mf59c6iNYEnB7WsRzGZyVpAWWf2fH8VFfG0ICbXOAXcskZFLRQoQ4I3md0gOln_j40gLu7XuOfTBbEs0regppfVzyMpwa_2J1iiAJJC-JXAlsqYGCb6Y3K1QGBY1NIY74FX3ATvK3Ss5lXEAFS7sU0CHHsRWLIHpjCY-7P-cMD_V06mVeLl0KFjFGz3_zO63MZq0XOTDMYJxUgcqUftuHc7zkEGNQmw2Mx8mFuycsqd1Av6R7w7NpP3TK4Vrr845F0aJ5C0ohawuullHtOx8C-xlh2ja71kjMu33QvkmBX86iPUmk6DS_YFnEj3DCkAR9jIREwuOvaTSVxYSPQPgiQfekNPgBPCFg737vdaCmwgjRoaHoueDiGAszg7DTHCWLx1O4Vk3ej2EOig7XPjOStoOAI7_H8sCLyVO3uUbZjgJiueWtZRerZDunKLf8ry4Z5NClGkpDMBSaHcAevCObCSWLgUZbPfdOG-HH5NsS2v8icyfQ8H8xlFB1Hv4Mbvz3igjQp6tb0Uh8PyokN2NxKzXsnTA9UKWVI7U7zMNdkQxqSZnUoooK9QfCszGqnpLUqTwh2otOveGc30uNY_ege7O6_iUgMlFbDDfC5xdjlPejfGyyOyKvZPkrk28tjnNrs4WImsSCteYDt9GK8fOXvBZm9Ij7_vW2nOf4sAAiDyvUHhY2Ugn7tHdWsJpoYbLgDHrfW2bc55C8LQHGLMcq_fKrsgr_kry77UQoMj5JYMjc5YZEIQ5UJLW7_yIaRE4w5PqVae13ui3JnS0uFxevyWn0_ROzHU0jphCtmIEPchbIwL8PUBJ1mILuaraiq2Re_Tx68SeLJoV0Byf0SBqaY4S4VfiTwAUtq_7B9m845dKiiRfcUhVv_-wDEHCAJM9t0AQTSmjXk6drLYM-k33Mi-cpjqdVC5vl3FPAafyFVOzFoVSRQB6dCkTH9BlP16euoa6_9DOkjp-0AdGWDSS6sYeeLDk4rVMdDEzfR2bUDiar4HOhLfcsI83-NE_YIa6NiPHra25Vz16gKP8UtuVcZSkrUj9_8xWf4B0y-R6XuNBdrbWZB7np8a3zLYTt3GVvCVJp3QtLLaO7zq738BA1WL99kQfNWayjueaK3v0f3ORT5wA8o6Gy9YY1zrII1Wp6puAkqU57C2nhooRDNxVG7JrThr2zl9YeiKf9_Lm1GK-P1RV-ES9gMyQ=&p=13&fvj=0&vjs=3,30+ days ago
"Product Designer, SMB",Braze,"New York, NY",,We are seeking an experienced product designer comfortable with working closely with product management and engineering partners to build amazing experiences…,https://www.indeed.com//rc/clk?jk=2633d73c4072b54b&fccid=7c138e549c2cd781&vjs=3,30+ days ago
Senior Product Experience Designer,LTX,"New York, NY",,"You will provide thought leadership and strategic direction, drive adoption of the best User Experience practices and empower the next leg of product iteration.",https://www.indeed.com//rc/clk?jk=d48076d4a6c272ce&fccid=fb25d2cd9cfe589e&vjs=3,30+ days ago
Lead/Principal Product Designer,Salesforce,"New York, NY",,"Behind our products are an amazing team of UX designers and engineers, driven by the power of design to build great relationships for our users and their…",https://www.indeed.com//rc/clk?jk=3738ef167a3b660d&fccid=4027cfd917e1ee29&vjs=3,30+ days ago
"Sr Staff Product Designer, VXP",Turner,"New York, NY",,"You lead & execute across all phases of the design process from conception to implementation to include (but not limited to) wireframing, prototyping, and user…",https://www.indeed.com//rc/clk?jk=36cfd85ec48dd9ee&fccid=92b6ad9b1bd886b6&vjs=3,9 days ago
Lead Product Designer,TheLadders,"New York, NY",,"You should be comfortable with user research, visual UI design, and designing complex UX flows.
Own the end-to-end product design process for our responsive web…",https://www.indeed.com//rc/clk?jk=f2b8916decdc9321&fccid=c7e81c6e4fa86277&vjs=3,19 days ago
Staff UX Content Designer,Compass,"New York, NY",,"Collaborate with people in a variety of UX design-related jobs including designers, researchers, product managers, engineers, and marketing.",https://www.indeed.com//rc/clk?jk=5e8462df05256fd9&fccid=3944dc0afa53bf7b&vjs=3,30+ days ago
Senior Product Designer,"Amplify Education, Inc.","Brooklyn, NY",,"As a member of Amplify’s design group you will partner with a diverse cross-functional product team of designers, product owners, developers, and curriculum…",https://www.indeed.com//rc/clk?jk=dd50bf221036c6c0&fccid=a575b7c5c50b587a&vjs=3,30+ days ago
Senior Product Designer,Paxful,"New York, NY",,"This role will build out and design both Web and Mobile experiences for Paxful’s products.
Problem Solving: Be a Problem Solver and take new features from…",https://www.indeed.com//rc/clk?jk=1c2eaa154300c792&fccid=f929b4134de87dd4&vjs=3,26 days ago
IOS UI/UX Designer – Level II,BODYELEVATED,"Brooklyn, NY",," Collaborate with other designers to maintain design consistency and coherence.
 Participate in daily and weekly scrum meetings.",https://www.indeed.com//rc/clk?jk=fdbede0f58aa03e0&fccid=f5b843ed1200bf48&vjs=3,30+ days ago
Mid-Level UX designer - Technology Group,"From Digital, LLC","New York, NY",,"The ability to draft wireframes and write technical documents for the visual designers and developers to use is key.
5+ years of experience in this field.",https://www.indeed.com//rc/clk?jk=6e9eb30d99ce95f5&fccid=9d84a0c5d84ed197&vjs=3,25 days ago
Lippincott- Sr. Designer,Marsh and McLennan,"New York, NY",,"Whether it’s perfecting the cadence of a key presentation or discovering a new path to engage users in an online experience, we lend the best of design thinking…",https://www.indeed.com//rc/clk?jk=0de246f961349723&fccid=d46039b952140fd4&vjs=3,30+ days ago
Senior Creative Designer,Bizzabo,"New York, NY",,"You will work with other designers, content writers, sales and marketing people, and inspire them by sharing ideas and developing effective solutions to…",https://www.indeed.com//rc/clk?jk=b367995c34cbc464&fccid=f8a1a1429ae33faf&vjs=3,27 days ago
Graphic Designer,Alpha Industries Inc.,"New York, NY",,This role encompasses seasonal concept development to creating sales support tools in support of the company’s goals to increase brand awareness and drive sales…,https://www.indeed.com//rc/clk?jk=e4485cbc8ca903e9&fccid=0d1213ac9c5a5040&vjs=3,30+ days ago
"Senior Visual Designer, Product",Gemini,"New York, NY",,"Join a dynamic and tight-knit team of UX designers, visual designers, and front end and mobile engineers to expand and codify Gemini's digital identity.",https://www.indeed.com//rc/clk?jk=f7ae45b5a2760a82&fccid=0da76a4c8a948e27&vjs=3,16 days ago
Product Designer,Bread Finance,"New York, NY",,"Create exemplary prototypes and experiences, both alone and with other designers and key stakeholders, while balancing user needs, constraints of technology,…",https://www.indeed.com//rc/clk?jk=6553e2aa8fd1ffe0&fccid=d5ccb6c1a4720229&vjs=3,30+ days ago
Creative Director - InHome (Principal Designer),Walmart,"Brooklyn, NY",,You are a seasoned designer with relentlessly high standards and deep operational knowledge and expertise in UX and product design.,https://www.indeed.com//rc/clk?jk=592177598b3c0504&fccid=822bc5d9a49270ea&vjs=3,5 days ago
Lippincott- Sr. Designer,Marsh and McLennan,"New York, NY",,"Whether it’s perfecting the cadence of a key presentation or discovering a new path to engage users in an online experience, we lend the best of design thinking…",https://www.indeed.com//rc/clk?jk=0de246f961349723&fccid=d46039b952140fd4&vjs=3,30+ days ago
Senior Creative Designer,Bizzabo,"New York, NY",,"You will work with other designers, content writers, sales and marketing people, and inspire them by sharing ideas and developing effective solutions to…",https://www.indeed.com//rc/clk?jk=b367995c34cbc464&fccid=f8a1a1429ae33faf&vjs=3,27 days ago
Graphic Designer,Alpha Industries Inc.,"New York, NY",,This role encompasses seasonal concept development to creating sales support tools in support of the company’s goals to increase brand awareness and drive sales…,https://www.indeed.com//rc/clk?jk=e4485cbc8ca903e9&fccid=0d1213ac9c5a5040&vjs=3,30+ days ago
"Senior Visual Designer, Product",Gemini,"New York, NY",,"Join a dynamic and tight-knit team of UX designers, visual designers, and front end and mobile engineers to expand and codify Gemini's digital identity.",https://www.indeed.com//rc/clk?jk=f7ae45b5a2760a82&fccid=0da76a4c8a948e27&vjs=3,16 days ago
Product Designer,Bread Finance,"New York, NY",,"Create exemplary prototypes and experiences, both alone and with other designers and key stakeholders, while balancing user needs, constraints of technology,…",https://www.indeed.com//rc/clk?jk=6553e2aa8fd1ffe0&fccid=d5ccb6c1a4720229&vjs=3,30+ days ago
Creative Director - InHome (Principal Designer),Walmart,"Brooklyn, NY",,You are a seasoned designer with relentlessly high standards and deep operational knowledge and expertise in UX and product design.,https://www.indeed.com//rc/clk?jk=592177598b3c0504&fccid=822bc5d9a49270ea&vjs=3,5 days ago
Conversational Designer (Chatbot),AGM Tech Solutions,"Madison, NJ",$75 - $88 an hour,"Our client is hiring a contractor as part of the Service Operations team, all roles require effective communication skills since these positions serve as…",https://www.indeed.com//company/AGM-Tech-Solutions/jobs/Conversational-Designer-a39cc51f28ffe827?fccid=72107885f64c115d&vjs=3,11 days ago
"Sr. Product Designer, Onboarding Experience",Vimeo,"New York, NY",,"4+ years of experience as a product designer, user experience designer, interaction designer, or similar role with accompanying experience in visual/graphic…",https://www.indeed.com//rc/clk?jk=ec5085793d03b94c&fccid=73a66bd1ffb12cba&vjs=3,30+ days ago
Product Designer,Accrete.AI,"New York, NY",,"Office Headquarters: Lower Manhattan, NY | Remote-work on Eastern Time for the time being.
We are looking for a Product Designer with experience in data…",https://www.indeed.com//rc/clk?jk=86f14e476439dff8&fccid=8f0df749b2d4c1f8&vjs=3,30+ days ago
"Design Director, Peacock Product Design, Viewing Experience",NBCUniversal,"New York, NY",,"Creative problem-solvers who just so happen to be the reigning champs at Parks & Rec trivia night.
As part of the product team, you will collaborate with…",https://www.indeed.com//rc/clk?jk=fe67c9dfdee0408d&fccid=35d653c09c2712b6&vjs=3,30+ days ago
Lead UI/UX Designer,QL Gaming Group,"New York, NY",,"We are looking for a UI/UX designer to help take BetQL to the next level across both mobile app, desktop and mobile web.
Familiarity with the Agile process.",https://www.indeed.com//rc/clk?jk=b2dcf31d437667bf&fccid=e7445c9a841f52d1&vjs=3,30+ days ago
"Senior Digital Designer, Games Marketing",The New York Times,"New York, NY",,"The senior digital designer works within the marketing creative team, but also works with brand strategists, product designers, developers and our game makers…",https://www.indeed.com//rc/clk?jk=9ef2ad7b712f0332&fccid=1b50fcfb150b1b48&vjs=3,30+ days ago
Associate Designer,Worldgroup Careers MWT,"New York, NY",,"Design for online as well as offline mediums (web, social media, mobile, and print).
Engage in projects from concept phase through to final release.",https://www.indeed.com//rc/clk?jk=ef6a60bc988a0a48&fccid=e6a47b3c32c4e717&vjs=3,26 days ago
Director of Product Design,Invitae,"New York, NY",,"Mentor, grow and guide a talented team of designers.
Experience helping product designers plan projects using a user centered design approach.",https://www.indeed.com//rc/clk?jk=fca90ba52d7aa758&fccid=03925754e1730576&vjs=3,5 days ago
"Lead Product Designer, Growth",Vimeo,"New York, NY",,"Demonstrated ability as a user experience designer, interaction designer, or similar role with accompanying experience in visual/graphic design.",https://www.indeed.com//rc/clk?jk=5bbc38282b962b75&fccid=73a66bd1ffb12cba&vjs=3,30+ days ago
Senior User Experience Designer,Hoverstate,"New York, NY",,The Senior User Experience (UX) Designer is a proven UX/ UI professional responsible for working on web applications and mobile apps to develop and prototype…,https://www.indeed.com//rc/clk?jk=1bd99165914c7bc6&fccid=ab85f9ea8ff6d0ac&vjs=3,19 days ago
Senior Product Designer | UI | Mobile Banking App,Publicis Sapient,"New York, NY",,"You’ll be part of a cross-functional team, collaborating with other designers, developers, product managers, stakeholders, project managers, and clients to…",https://www.indeed.com//rc/clk?jk=c8bf646c453950d5&fccid=1b0043cf80779505&vjs=3,30+ days ago
Principal User Experience Lead Designer,Dom and Tom,"New York, NY",,"The Sr. User Experience designer primarily collaborates closely with clients, visual designers, and developers.
Ability to work effectively across disciplines.",https://www.indeed.com//rc/clk?jk=05f8b26b545ad1a7&fccid=e25fec35211316fe&vjs=3,30+ days ago
"Senior Digital Designer, Games Marketing",The New York Times,"New York, NY",,"The senior digital designer works within the marketing creative team, but also works with brand strategists, product designers, developers and our game makers…",https://www.indeed.com//rc/clk?jk=9ef2ad7b712f0332&fccid=1b50fcfb150b1b48&vjs=3,30+ days ago
Staff Product Designer - Design System,Compass,"New York, NY",,"Document and communicate how your components behave so that designers, engineers, and product managers get the most out of our design system.",https://www.indeed.com//rc/clk?jk=2b1f8c42704ba62e&fccid=3944dc0afa53bf7b&vjs=3,30+ days ago
Senior Customer/User Experience Architect,Klick Health,"New York, NY",,"At Klick, the Customer/User Experience (CX/UX) team sits at the intersection of strategy and creative.
At a tactical level, we’re responsible for putting …",https://www.indeed.com//rc/clk?jk=e23c97f0de9aa8e0&fccid=832aa6ee75eceac4&vjs=3,30+ days ago
Senior Product Designer,FanDuel,"New York, NY",,"FanDuel Group is based in New York, with offices in California, New Jersey, Florida, Oregon and Scotland.
You'll work on projects with a lot of self-direction…",https://www.indeed.com//rc/clk?jk=5b6ed174d12b418e&fccid=ada833cd00ae27d8&vjs=3,30+ days ago
Staff UX Content Designer,Compass,"New York, NY",,"Collaborate with people in a variety of UX design-related jobs including designers, researchers, product managers, engineers, and marketing.",https://www.indeed.com//rc/clk?jk=5e8462df05256fd9&fccid=3944dc0afa53bf7b&vjs=3,30+ days ago
Director of Product Design,quip,"New York, NY",,"Developed the careers of other product designers who have gone on to do great things.
2+ years of experience in attracting, managing, and growing high…",https://www.indeed.com//rc/clk?jk=d0640c78f18b3567&fccid=b021aef23b1b9318&vjs=3,13 days ago
UXDesign: Product Design Lead - Authentication,U.S. Bank,"New York, NY",,"Our UXDesign Product Design Lead for Digital Platforms, will lead a team of amazing designers and experience specialists building the future of banking from the…",https://www.indeed.com//rc/clk?jk=ef6a4fdb85592249&fccid=ae5bfc395c530fbc&vjs=3,12 days ago
Senior UI Designer,Peloton,"New York, NY",,Work in close partnership with the UX designer and Product Manager on your team to fulfill the overall product/feature vision.,https://www.indeed.com//rc/clk?jk=dc3a946fec5f856c&fccid=8899ecbdba2d0a5e&vjs=3,30+ days ago
Life Sciences Experience Designer,Accenture,"Florham Park, NJ",,"A thinker and a designer with a passion for digital.
As Experience Designer at Accenture Interactive you will be part of a talented team of creative artists…",https://www.indeed.com//rc/clk?jk=a93b3b6fa553947b&fccid=a4e4e2eaf26690c9&vjs=3,30+ days ago
Senior User Experience Designer,Yext,"New York, NY",,"As part of the product strategy group, you will partner with designers, product managers, and front-end engineers to solve complex problems by crafting…",https://www.indeed.com//rc/clk?jk=adf983e79a8894d8&fccid=10492c8f2d7b4e4a&vjs=3,30+ days ago
Web Designer,HonorVet Technologies,United States,,"HTML coding and development for Email using responsive design and email coding best practices.
Design compelling emails based on user-centered design principles…",https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0CPAXerPCigbGFrKuhnd5kMF9E892YZnMhVyLV70FU6X9q2VHhXkacy4oEVJb7uP5Pyz6_Wsg6Hq5QGkyHSzhPMqxa8aFk1W5CNPWi2wUJa6B6SEVv-arJ_snz_TmGYBH8yFzBin2FQ2u9idvFpIAT0Tobc0JJJcMZNE_OKt-m5XnlbNv4VKzznGguCTMcjaSTKGUX24QD86kXROy9Zy1fcTGgihmzzEsbBR8iKgCwDWMyegq5GLJNHLg4oqYxg3ck99v588wyPmDBqE2OOXTuIyiTrLkeHDA6P5w-1mYorSI89I1JJj2kpdpBj6cfZBIpA39es2l6GoF1Z4JBFgmbnGXngx99fxZfLb3Y0sD_UxdM2Wpl1Mha8ET3p6flPlh2kbeqCrsgxPq_iIKE7Q1c_SysZNBX4GUdRZjw2OMw_U9R5J6afMw6fWZhaWjgigKdIkQmHlN42HwQpfqVF6_ix9Gp1DDgqO4rymdyvbL9UQEmN8excd8CY8J_gBSo_gerMHg7_hIcKfcfDh_-1YxCZ5_IEQrFqGp1DE7K0OY9CeSuZGmPxzMyVyzUXphWfWtway55O0IAraoJZKhADY4jm2WUZWeBHr-nWj3SgqXZdZLvCu_iSMt5JDhVpwULPTK9nkOhovN0W8aLpp-9KH1dE5wZwc3CQ9J417pAQ4HoNpMXzfblTMC51ahYRKec_IIliYkYUoWPXADu-BICwXjnthdQJB9GtK0O68iIr-6keWiGxZ_E_6iJcNk_82IWl5IHBtpGxIZMuIpGkIvIt4P0N4pByAZxalLHPTH2HoUhlDvnrTdUMTCuJ_-To1qu2NA7rm1M7nyqBJa-c6M60IyzaIax0UrefobMwh6GX3H6j8wJyXH-bNFKKaVYz1u4BAFKTJ2dBoxn1lnHTxu7yTMuHAfJgAMZZdeF3LoIiERtOOtDOJQAJg5v-vjuSGQf8Zfk=&p=13&fvj=0&vjs=3,12 days ago
Senior Product Designer,Finitive,"New York, NY",,"Responsibilities will include managing all aspects with respect to the creation, implementation, delivery of specific modules within Finitive’s technology…",https://www.indeed.com//rc/clk?jk=50f69c1525ee9a4a&fccid=d17bb7441ddd4299&vjs=3,17 days ago
Senior Product Designer,Thrasio,"New York, NY",,"Create simple and complex workflows to ensure the right users have the data they need in a timely fashion?
Advocate for design principles, while navigating the…",https://www.indeed.com//rc/clk?jk=6f4c39af180b7bd8&fccid=7074185bd7d0c1bb&vjs=3,30+ days ago
"Manager, Product Designer",Seismic,"New York, NY",,You possess expert communication skills and empathy that allows you to communicate with individuals throughout an organization.,https://www.indeed.com//rc/clk?jk=fd68e1f0cc04af60&fccid=dace5eadede5b6b8&vjs=3,30+ days ago
Sr. UX Designer,Valley National Bank,"New York, NY",,"Experience working on agile teams with other designers, product managers and developers.
Collaborate with researchers, designers, product managers and…",https://www.indeed.com//rc/clk?jk=bb9428c4b2d5fbbb&fccid=90e55ca4ad1bd093&vjs=3,30+ days ago
VUI Designer/ UX,CapB InfoteK,"New York, NY",,"For our growing needs we need consultants who can work with us on salaried or contract basis.
Produce call flows, prototypes, and conversational user interface…",https://www.indeed.com//rc/clk?jk=4f5a5d55c8827a04&fccid=5033463af3c58699&vjs=3,30+ days ago
"Staff/Principal Designer, Consumer",Skillshare,"New York, NY",,"Alongside our company’s key strategies, you will lead and deliver a vision for Skillshare’s content discovery experiences.
Be the voice of the user.",https://www.indeed.com//rc/clk?jk=1830cad8c2d099e7&fccid=d0a1714dfe823da3&vjs=3,30+ days ago
Sr. Product Designer,Frame.io,"New York, NY",,"In the way that our product helps creators tell stories, our product designers use their designs to communicate our story to our customers.",https://www.indeed.com//rc/clk?jk=d16a895ee5cd6745&fccid=babf27961b57f30c&vjs=3,30+ days ago
Freelance - Senior Designer- Design Systems,"VSA Partners, Inc.","New York, NY",,"We design, develop and refine design systems in animation, illustration, interaction, storytelling, campaign design and fundamental graphic design in accordance…",https://www.indeed.com//rc/clk?jk=447c1b6ab421fccb&fccid=fa3cfafc629c5088&vjs=3,30+ days ago
Senior UX Designer,Sensor Tower,"New York, NY",,"As our UX designer, you excel in data visualization, web design fundamentals, and data-driven design.
We serve independent and Fortune 500 customers alike,…",https://www.indeed.com//rc/clk?jk=1a4f1b700e1d99a1&fccid=c659788ec6cc356e&vjs=3,17 days ago
Senior Product Designer - Ad Platform,Spotify,"New York, NY",,"At least 7+ years proven experience delivering outstanding design as a UX designer, information architect, interaction designer or similar.",https://www.indeed.com//rc/clk?jk=c1c4a2e612861d6c&fccid=fe404d18bb9eef1e&vjs=3,30+ days ago
Lead Product Designer,Geophy,"New York, NY",,"Own the user experience end to end for Evra, as the product’s lead designer.
GeoPhy’s multidisciplinary teams consist of data scientists, engineers,…",https://www.indeed.com//rc/clk?jk=374c50ed156db8ec&fccid=2325d8d1451bddfc&vjs=3,30+ days ago
"Executive Director of Product Design, Publishing Tools",The New York Times,"New York, NY",,"Manage, mentor, and grow the Publishing group’s design team (currently we’re 1 staff designer, 3 senior designers, 2 product designers, with several newly…",https://www.indeed.com//rc/clk?jk=b96ab1f5d4518edd&fccid=1b50fcfb150b1b48&vjs=3,30+ days ago
Sr. UX / Product Designer w/ UI Design Capabilities,Aquent,"New York, NY",,"REQUIRED: Enterprise UX / UI experience … you’ll be doing both in this role!
As the Sr. UX/UI Designer for this client, you will be responsible for intake thru…",https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0DMrcEu7yrtATojKJA7cEzGQ3FdRGWLh0CZQInL4ECGI52ZyweAoyPmdD8SPg-eEdyc36TnOFSk5_mgh1dcPaxhTfVK6VOxRpU6uQ50aDxtslAqU27M-Rv7boAywCt7A9LPcgWPtufk010uap6zxICYJ_T8IpLXZXlGeyL-3yp00fEaEMwLxWHRAahVq3f5lUUhM9eYrCyaD5hgdc25Y16_S_-QSqENWF0BAkV3AZG-RF2fKaldZ3Oh134IN2flAbzIh8kKv84uhUskQaphMyW27C_sOazNIJPev8GMz7sWxOqhBxERJL4ce_lsPm3vnlcq4OgbGzyVqqwDty6ujvWtMfqsvyL7-Jgiui-nXeMjeIZ-RetiNDjc-MEjfSNLcLKafPdkF7I-BQDByxEU-H1yXr5fesQOg9c=&p=11&fvj=0&vjs=3,30+ days ago
Product Designer II,2U,"Brooklyn, NY",,"Communicating product strategy to more junior designers.
Collaborating with other product designers to provide and receive feedback on thinking and executional…",https://www.indeed.com//rc/clk?jk=b4f049376959d726&fccid=8f236bae1b36b1dc&vjs=3,30+ days ago
Product Design Lead,Republic,"New York, NY",,"Art-direct all graphic and UI designers.
You will work closely with Business, Product Management and Engineering teams to design frictionless, delightful, sexy…",https://www.indeed.com//rc/clk?jk=f4487174f98ba250&fccid=f4c945265992c67f&vjs=3,30+ days ago
Senior UX Designer,Calibrate,"New York, NY",,Calibrate combines FDA-approved metabolic medication with a holistic curriculum and 1:1 virtual coaching sessions that drive lasting behavior change.,https://www.indeed.com//rc/clk?jk=5c2ddf8fbe7ec3c1&fccid=a62118189fea20c5&vjs=3,30+ days ago
Senior Visual Designer,frog,"New York, NY",,"Visual designers balance spirit and rationality; brand and product; functional clarity and emotional impact.
5+ years of professional visual design experience …",https://www.indeed.com//rc/clk?jk=6dcbaaee441bcdf9&fccid=df5c2d99c40d54fe&vjs=3,27 days ago
